mandi,crop,gross_price,distance_km,perishability,days_in_storage,net_earning,action
Najafgarh Mandi,Onions,3000.0,39.9,5,19,1161.26,2
Najafgarh Mandi,Tomatoes,2250.0,12.3,10,10,852.48,2
Najafgarh Mandi,Tomatoes,2000.0,35.0,10,5,1225.0,2
Najafgarh Mandi,Tomatoes,4000.0,33.0,8,9,2114.1,2
Najafgarh Mandi,Tomatoes,4200.0,41.7,8,5,2985.55,2
Najafgarh Mandi,Tomatoes,1800.0,17.3,9,10,763.69,2
Najafgarh Mandi,Tomatoes,2500.0,25.3,10,8,1195.06,2
Najafgarh Mandi,Tomatoes,2270.0,32.8,9,9,1042.29,2
Najafgarh Mandi,Tomatoes,1373.0,37.9,8,9,635.1,2
Najafgarh Mandi,Tomatoes,1700.0,16.5,10,9,720.82,2
Najafgarh Mandi,Tomatoes,2200.0,34.9,8,5,1479.42,2
Najafgarh Mandi,Tomatoes,2800.0,34.1,10,0,2539.4,0
Najafgarh Mandi,Tomatoes,2240.0,40.7,8,9,1142.84,2
Najafgarh Mandi,Tomatoes,2700.0,19.5,10,5,1770.3,2
Najafgarh Mandi,Tomatoes,2500.0,35.0,10,3,1836.8,2
Najafgarh Mandi,Tomatoes,2200.0,46.2,9,4,1527.31,2
Najafgarh Mandi,Tomatoes,2000.0,24.7,8,4,1463.93,2
Najafgarh Mandi,Tomatoes,3000.0,21.1,8,4,2273.23,2
Najafgarh Mandi,Tomatoes,2800.0,20.3,8,7,1741.14,2
Najafgarh Mandi,Tomatoes,2000.0,35.2,9,8,993.32,2
Najafgarh Mandi,Tomatoes,1500.0,18.9,10,6,868.22,2
Najafgarh Mandi,Tomatoes,6950.0,35.2,9,1,6243.41,2
Najafgarh Mandi,Tomatoes,1800.0,20.5,9,5,1197.93,2
Najafgarh Mandi,Tomatoes,2500.0,40.8,10,10,906.56,2
Najafgarh Mandi,Tomatoes,1700.0,41.9,8,10,768.27,2
Najafgarh Mandi,Tomatoes,2500.0,31.8,8,0,2259.2,0
Najafgarh Mandi,Tomatoes,1000.0,12.6,10,4,687.34,2
Najafgarh Mandi,Tomatoes,2500.0,22.8,9,5,1688.64,2
Najafgarh Mandi,Tomatoes,1800.0,36.5,10,10,618.0,2
Najafgarh Mandi,Tomatoes,3500.0,44.7,8,4,2608.91,2
Najafgarh Mandi,Tomatoes,2150.0,32.4,8,3,1637.19,2
Najafgarh Mandi,Tomatoes,1700.0,34.2,10,10,584.32,2
Najafgarh Mandi,Tomatoes,2500.0,16.7,8,3,2011.43,2
Najafgarh Mandi,Tomatoes,2100.0,32.7,10,1,1750.09,0
Najafgarh Mandi,Tomatoes,2840.0,33.5,10,10,1032.88,2
Najafgarh Mandi,Tomatoes,2600.0,27.3,9,3,1997.96,2
Najafgarh Mandi,Tomatoes,2700.0,40.0,9,8,1366.61,2
Najafgarh Mandi,Tomatoes,2500.0,13.7,10,1,2225.73,0
Najafgarh Mandi,Tomatoes,3800.0,35.5,9,7,2183.84,2
Najafgarh Mandi,Tomatoes,3900.0,17.7,8,6,2645.65,2
Najafgarh Mandi,Tomatoes,3500.0,36.2,8,5,2441.73,2
Najafgarh Mandi,Tomatoes,2000.0,38.0,10,3,1420.24,2
Najafgarh Mandi,Tomatoes,1500.0,18.1,9,5,993.82,2
Najafgarh Mandi,Tomatoes,2600.0,35.2,8,1,2224.63,0
Najafgarh Mandi,Tomatoes,1810.0,12.7,10,10,679.04,2
Najafgarh Mandi,Tomatoes,2500.0,41.2,9,3,1897.73,2
Najafgarh Mandi,Tomatoes,2400.0,43.7,9,1,2038.96,0
Najafgarh Mandi,Tomatoes,4400.0,41.0,9,3,3458.84,2
Najafgarh Mandi,Tomatoes,1600.0,37.7,10,5,939.26,2
Najafgarh Mandi,Tomatoes,1000.0,12.9,9,0,902.6,0
Najafgarh Mandi,Tomatoes,2375.0,33.4,10,10,850.84,2
Karnal APMC Mandi,Wheat,2950.0,128.6,1,26,1951.58,1
Karnal APMC Mandi,Wheat,2735.0,139.1,2,8,1857.13,0
Karnal APMC Mandi,Wheat,2650.0,118.1,1,41,1557.42,2
Karnal APMC Mandi,Wheat,2800.0,132.8,1,7,2056.25,0
Karnal APMC Mandi,Wheat,2845.0,140.7,2,45,991.28,2
Karnal APMC Mandi,Wheat,2555.0,123.2,1,11,1820.83,0
Karnal APMC Mandi,Wheat,2675.0,134.5,2,29,1314.59,1
Karnal APMC Mandi,Wheat,2715.0,114.0,1,33,1722.46,2
Karnal APMC Mandi,Wheat,2695.0,125.6,2,33,1253.84,2
Karnal APMC Mandi,Wheat,2555.0,113.0,2,9,1779.9,0
Karnal APMC Mandi,Wheat,2815.0,116.9,1,19,1978.13,1
Karnal APMC Mandi,Wheat,2801.0,145.5,1,39,1601.12,2
Karnal APMC Mandi,Wheat,2810.0,126.4,2,22,1608.16,1
Karnal APMC Mandi,Wheat,3092.0,118.3,2,7,2287.99,2
Karnal APMC Mandi,Wheat,2815.0,119.2,2,9,1982.29,0
Karnal APMC Mandi,Wheat,2790.0,123.8,2,12,1863.6,0
Karnal APMC Mandi,Wheat,2775.0,145.2,2,21,1545.44,1
Karnal APMC Mandi,Wheat,2940.0,116.2,2,37,1311.21,2
Karnal APMC Mandi,Wheat,2770.0,145.6,2,22,1515.72,1
Karnal APMC Mandi,Wheat,2800.0,128.0,1,10,2037.92,0
Karnal APMC Mandi,Wheat,2765.0,132.7,2,4,2011.15,0
Karnal APMC Mandi,Wheat,2500.0,131.4,2,45,855.0,2
Karnal APMC Mandi,Wheat,2725.0,132.9,2,22,1525.32,1
Karnal APMC Mandi,Wheat,2755.0,126.5,1,30,1747.13,1
Karnal APMC Mandi,Wheat,2800.0,136.1,1,33,1709.5,2
Karnal APMC Mandi,Wheat,3075.0,117.7,1,17,2230.5,1
Karnal APMC Mandi,Wheat,3200.0,145.8,1,14,2271.59,1
Karnal APMC Mandi,Wheat,2850.0,122.0,1,38,1732.37,2
Karnal APMC Mandi,Wheat,2460.0,145.7,1,39,1344.44,2
Karnal APMC Mandi,Wheat,3050.0,111.6,1,17,2233.15,1
Karnal APMC Mandi,Wheat,2860.0,137.0,1,11,2042.0,0
Karnal APMC Mandi,Wheat,2730.0,135.1,2,6,1918.59,0
Karnal APMC Mandi,Wheat,2600.0,139.0,2,38,1045.84,2
Karnal APMC Mandi,Wheat,2780.0,125.6,2,39,1148.69,2
Karnal APMC Mandi,Wheat,2972.0,142.2,1,36,1781.77,2
Karnal APMC Mandi,Wheat,2740.0,130.9,1,25,1781.73,1
Karnal APMC Mandi,Wheat,2880.0,133.6,2,38,1208.33,2
Karnal APMC Mandi,Wheat,2810.0,124.1,2,37,1220.61,2
Karnal APMC Mandi,Wheat,2450.0,131.0,2,29,1181.1,1
Karnal APMC Mandi,Wheat,2825.0,118.7,1,33,1791.95,2
Karnal APMC Mandi,Wheat,2780.0,121.1,1,37,1695.61,2
Karnal APMC Mandi,Wheat,2800.0,130.6,2,5,2026.92,0
Karnal APMC Mandi,Wheat,2800.0,119.9,2,2,2151.54,0
Karnal APMC Mandi,Wheat,2900.0,122.9,1,30,1876.94,1
Karnal APMC Mandi,Wheat,2815.0,138.9,2,24,1519.16,1
Karnal APMC Mandi,Wheat,2770.0,118.8,2,20,1656.8,1
Karnal APMC Mandi,Wheat,3000.0,119.8,2,3,2314.47,2
Karnal APMC Mandi,Wheat,2460.0,132.9,2,19,1399.44,1
Karnal APMC Mandi,Wheat,2960.0,119.2,2,32,1456.47,2
Karnal APMC Mandi,Wheat,2780.0,123.3,1,23,1870.15,1
Karnal APMC Mandi,Mustard,5925.0,119.4,3,44,1095.99,2
Karnal APMC Mandi,Mustard,6100.0,121.3,3,25,2987.68,1
Karnal APMC Mandi,Mustard,6080.0,142.8,3,36,1871.16,2
Karnal APMC Mandi,Mustard,6090.0,138.1,1,15,4865.54,1
Karnal APMC Mandi,Mustard,5945.0,128.1,2,16,4241.72,0
Karnal APMC Mandi,Mustard,5550.0,146.0,2,28,3175.25,1
Karnal APMC Mandi,Mustard,5920.0,140.0,1,42,3868.36,2
Karnal APMC Mandi,Mustard,6080.0,137.8,3,16,3800.87,0
Karnal APMC Mandi,Mustard,5150.0,119.0,3,8,3861.84,0
Karnal APMC Mandi,Mustard,5680.0,128.9,3,22,3011.76,1
Karnal APMC Mandi,Mustard,5680.0,120.8,1,8,4781.71,0
Karnal APMC Mandi,Mustard,5950.0,145.9,3,10,4243.05,0
Karnal APMC Mandi,Mustard,6010.0,118.6,3,11,4295.59,0
Karnal APMC Mandi,Mustard,5915.0,138.1,1,7,4957.89,0
Karnal APMC Mandi,Mustard,5950.0,143.3,1,42,3879.24,2
Karnal APMC Mandi,Mustard,5150.0,118.0,3,10,3703.12,0
Karnal APMC Mandi,Mustard,5400.0,115.4,1,32,3856.34,2
Karnal APMC Mandi,Mustard,5800.0,130.5,1,20,4485.14,1
Karnal APMC Mandi,Mustard,5150.0,143.6,2,21,3291.8,1
Karnal APMC Mandi,Mustard,5550.0,122.2,1,7,4683.76,0
Karnal APMC Mandi,Mustard,6100.0,121.0,3,10,4455.47,0
Karnal APMC Mandi,Mustard,5800.0,112.1,3,1,5086.32,0
Karnal APMC Mandi,Mustard,5150.0,143.7,3,16,3133.05,0
Karnal APMC Mandi,Mustard,5721.0,134.8,2,27,3379.99,1
Karnal APMC Mandi,Mustard,5450.0,132.7,1,3,4658.46,0
Karnal APMC Mandi,Mustard,5670.0,120.8,3,35,1854.81,2
Karnal APMC Mandi,Mustard,5925.0,127.0,2,31,3287.58,1
Karnal APMC Mandi,Mustard,5000.0,135.8,3,45,814.89,2
Karnal APMC Mandi,Mustard,5690.0,122.0,3,45,955.17,2
Karnal APMC Mandi,Mustard,5150.0,122.0,1,41,3391.49,2
Karnal APMC Mandi,Mustard,6800.0,145.8,1,11,5611.38,2
Karnal APMC Mandi,Mustard,5950.0,143.9,2,3,4996.85,0
Karnal APMC Mandi,Mustard,6050.0,113.2,1,15,4931.84,1
Karnal APMC Mandi,Mustard,5950.0,131.9,3,13,4011.89,0
Karnal APMC Mandi,Mustard,5875.0,126.7,2,2,5062.85,0
Karnal APMC Mandi,Mustard,5925.0,111.2,2,41,2695.5,2
Karnal APMC Mandi,Mustard,5550.0,137.3,2,18,3779.78,0
Karnal APMC Mandi,Mustard,7150.0,121.4,3,26,3437.09,1
Karnal APMC Mandi,Mustard,5800.0,138.5,3,11,4058.72,0
Karnal APMC Mandi,Mustard,6100.0,134.3,2,33,3245.68,2
Karnal APMC Mandi,Mustard,6100.0,142.0,3,3,5050.69,0
Karnal APMC Mandi,Mustard,6100.0,121.5,1,24,4649.15,1
Karnal APMC Mandi,Mustard,5450.0,117.5,2,20,3657.31,1
Karnal APMC Mandi,Mustard,5750.0,141.3,2,20,3799.35,1
Karnal APMC Mandi,Mustard,5750.0,128.1,2,14,4208.71,0
Karnal APMC Mandi,Mustard,5925.0,121.6,3,45,999.27,2
Karnal APMC Mandi,Mustard,5750.0,116.8,1,4,4986.77,0
Karnal APMC Mandi,Mustard,5721.0,142.6,3,22,2998.79,1
Karnal APMC Mandi,Mustard,7650.0,131.4,1,27,5786.98,2
Karnal APMC Mandi,Mustard,6000.0,130.9,3,2,5100.48,0
Karnal APMC Mandi,Potatoes,1300.0,125.4,4,24,300.91,2
Karnal APMC Mandi,Potatoes,1300.0,144.0,5,10,438.2,0
Karnal APMC Mandi,Potatoes,1300.0,139.1,3,25,356.43,2
Karnal APMC Mandi,Potatoes,1300.0,131.2,5,4,601.57,0
Karnal APMC Mandi,Potatoes,1300.0,115.2,3,5,687.6,0
Karnal APMC Mandi,Potatoes,1300.0,118.6,3,26,393.84,2
Karnal APMC Mandi,Potatoes,1300.0,131.9,3,7,594.71,0
Karnal APMC Mandi,Potatoes,1300.0,112.2,4,10,584.52,0
Karnal APMC Mandi,Potatoes,1300.0,129.7,5,25,172.59,2
Karnal APMC Mandi,Potatoes,1300.0,138.7,5,28,103.98,2
Karnal APMC Mandi,Potatoes,1300.0,119.7,4,29,223.55,2
Karnal APMC Mandi,Potatoes,1300.0,120.1,5,25,183.39,2
Karnal APMC Mandi,Potatoes,1300.0,126.1,5,1,685.35,0
Karnal APMC Mandi,Potatoes,1300.0,112.8,3,11,614.65,0
Karnal APMC Mandi,Potatoes,1300.0,129.4,4,7,575.49,0
Karnal APMC Mandi,Potatoes,1300.0,145.7,3,0,618.35,0
Karnal APMC Mandi,Potatoes,1300.0,115.9,4,21,373.22,2
Karnal APMC Mandi,Potatoes,1300.0,142.5,5,16,329.03,1
Karnal APMC Mandi,Potatoes,1300.0,113.7,5,12,487.9,0
Karnal APMC Mandi,Potatoes,1300.0,138.8,4,14,431.2,1
Karnal APMC Mandi,Potatoes,1300.0,112.9,4,25,306.38,2
Karnal APMC Mandi,Potatoes,1300.0,116.5,4,16,461.85,1
Karnal APMC Mandi,Potatoes,1300.0,123.6,3,5,653.2,0
Karnal APMC Mandi,Potatoes,1300.0,130.9,4,14,454.81,1
Karnal APMC Mandi,Potatoes,1300.0,115.9,5,21,278.41,2
Karnal APMC Mandi,Potatoes,1300.0,137.7,3,16,465.9,1
Karnal APMC Mandi,Potatoes,1300.0,120.7,5,27,138.86,2
Karnal APMC Mandi,Potatoes,1300.0,115.2,4,25,302.24,2
Karnal APMC Mandi,Potatoes,1300.0,135.0,3,1,654.5,0
Karnal APMC Mandi,Potatoes,1300.0,112.2,3,25,423.0,2
Karnal APMC Mandi,Potatoes,1300.0,125.3,4,26,267.02,2
Karnal APMC Mandi,Potatoes,1300.0,134.0,4,3,622.69,0
Karnal APMC Mandi,Potatoes,1300.0,130.7,4,13,471.86,1
Karnal APMC Mandi,Potatoes,1300.0,113.4,5,14,442.95,1
Karnal APMC Mandi,Potatoes,1300.0,132.5,5,14,393.1,1
Karnal APMC Mandi,Potatoes,1300.0,134.2,3,2,645.98,0
Karnal APMC Mandi,Potatoes,1300.0,123.5,5,25,179.56,2
Karnal APMC Mandi,Potatoes,1300.0,140.2,3,28,318.98,2
Karnal APMC Mandi,Potatoes,1300.0,124.1,5,17,350.62,1
Karnal APMC Mandi,Potatoes,1300.0,114.8,3,5,689.23,0
Karnal APMC Mandi,Potatoes,1300.0,134.7,4,4,603.74,0
Karnal APMC Mandi,Potatoes,1300.0,113.5,5,29,114.49,2
Karnal APMC Mandi,Potatoes,1300.0,117.4,5,15,410.13,1
Karnal APMC Mandi,Potatoes,1300.0,140.0,4,3,597.63,0
Karnal APMC Mandi,Potatoes,1300.0,125.7,3,1,695.6,0
Karnal APMC Mandi,Potatoes,1300.0,130.5,4,7,571.38,0
Karnal APMC Mandi,Potatoes,1300.0,128.6,5,30,104.3,2
Karnal APMC Mandi,Potatoes,1300.0,144.6,3,1,612.08,0
Karnal APMC Mandi,Potatoes,1300.0,142.1,5,6,520.33,0
Karnal APMC Mandi,Potatoes,1300.0,133.3,3,15,492.13,1
Karnal APMC Mandi,Onions,2500.0,125.2,5,5,1603.61,0
Karnal APMC Mandi,Onions,2500.0,129.6,4,20,970.74,2
Karnal APMC Mandi,Onions,2500.0,126.0,5,10,1318.1,0
Karnal APMC Mandi,Onions,2500.0,142.3,6,4,1549.06,0
Karnal APMC Mandi,Onions,2500.0,111.3,5,13,1188.98,1
Karnal APMC Mandi,Onions,2500.0,114.8,4,22,912.56,2
Karnal APMC Mandi,Onions,2500.0,128.6,5,17,916.94,1
Karnal APMC Mandi,Onions,2500.0,119.8,5,8,1452.28,0
Karnal APMC Mandi,Onions,2500.0,121.8,5,15,1046.05,1
Karnal APMC Mandi,Onions,2500.0,142.0,6,2,1680.61,0
Karnal APMC Mandi,Onions,2500.0,140.0,6,16,771.68,1
Karnal APMC Mandi,Onions,2500.0,135.4,6,3,1641.9,0
Karnal APMC Mandi,Onions,2500.0,119.2,6,4,1638.04,0
Karnal APMC Mandi,Onions,2500.0,141.1,5,2,1706.15,0
Karnal APMC Mandi,Onions,2500.0,144.2,5,15,990.61,1
Karnal APMC Mandi,Onions,2500.0,132.7,4,9,1452.63,0
Karnal APMC Mandi,Onions,2500.0,112.0,6,13,1035.27,1
Karnal APMC Mandi,Onions,2500.0,135.1,4,8,1488.38,0
Karnal APMC Mandi,Onions,2500.0,118.0,5,18,882.74,2
Karnal APMC Mandi,Onions,2500.0,142.1,4,14,1202.21,1
Karnal APMC Mandi,Onions,2500.0,128.4,6,24,280.83,2
Karnal APMC Mandi,Onions,2500.0,116.7,4,23,862.33,2
Karnal APMC Mandi,Onions,2500.0,125.7,4,9,1477.33,0
Karnal APMC Mandi,Onions,2500.0,142.5,4,13,1244.42,1
Karnal APMC Mandi,Onions,2500.0,124.8,6,8,1344.54,0
Karnal APMC Mandi,Onions,2500.0,112.9,6,19,613.66,2
Karnal APMC Mandi,Onions,2500.0,122.8,5,2,1783.56,0
Karnal APMC Mandi,Onions,2500.0,119.3,4,20,994.84,2
Karnal APMC Mandi,Onions,2500.0,144.2,6,22,374.63,2
Karnal APMC Mandi,Onions,2500.0,120.3,5,1,1851.39,0
Karnal APMC Mandi,Onions,2500.0,143.5,5,17,884.08,1
Karnal APMC Mandi,Onions,2500.0,112.8,6,15,893.5,1
Karnal APMC Mandi,Onions,2500.0,131.1,5,2,1748.45,0
Karnal APMC Mandi,Onions,2500.0,112.1,5,15,1070.05,1
Karnal APMC Mandi,Onions,2500.0,111.4,6,14,966.56,1
Karnal APMC Mandi,Onions,2500.0,119.7,5,11,1280.6,1
Karnal APMC Mandi,Onions,2500.0,123.8,6,21,461.87,2
Karnal APMC Mandi,Onions,2500.0,130.1,6,14,924.82,1
Karnal APMC Mandi,Onions,2500.0,120.6,6,14,946.02,1
Karnal APMC Mandi,Onions,2500.0,129.0,6,7,1398.39,0
Karnal APMC Mandi,Onions,2500.0,114.3,4,10,1471.09,0
Karnal APMC Mandi,Onions,2500.0,139.3,4,16,1123.06,1
Karnal APMC Mandi,Onions,2500.0,119.0,4,7,1592.86,0
Karnal APMC Mandi,Onions,2500.0,143.6,5,14,1046.2,1
Karnal APMC Mandi,Onions,2500.0,141.5,5,22,616.51,2
Karnal APMC Mandi,Onions,2500.0,118.4,5,6,1572.1,0
Karnal APMC Mandi,Onions,2500.0,112.8,4,4,1755.93,0
Karnal APMC Mandi,Onions,2500.0,136.5,6,3,1637.49,0
Karnal APMC Mandi,Onions,2500.0,135.3,6,12,1045.77,1
Karnal APMC Mandi,Onions,2500.0,131.1,4,22,877.94,2
Karnal APMC Mandi,Tomatoes,2200.0,116.4,8,5,1240.47,2
Karnal APMC Mandi,Tomatoes,2200.0,123.2,9,5,1169.17,2
Karnal APMC Mandi,Tomatoes,2200.0,115.4,9,4,1283.17,2
Karnal APMC Mandi,Tomatoes,2200.0,140.0,9,2,1361.19,0
Karnal APMC Mandi,Tomatoes,2200.0,135.5,8,10,804.05,2
Karnal APMC Mandi,Tomatoes,2200.0,133.5,8,3,1331.29,2
Karnal APMC Mandi,Tomatoes,2200.0,142.1,10,3,1243.57,2
Karnal APMC Mandi,Tomatoes,2200.0,115.3,10,2,1440.69,0
Karnal APMC Mandi,Tomatoes,2200.0,133.7,10,8,808.26,2
Karnal APMC Mandi,Tomatoes,2200.0,116.0,9,1,1545.76,0
Karnal APMC Mandi,Tomatoes,2200.0,112.6,10,10,659.72,2
Karnal APMC Mandi,Tomatoes,2200.0,123.7,9,3,1340.26,2
Karnal APMC Mandi,Tomatoes,2200.0,120.5,9,9,829.47,2
Karnal APMC Mandi,Tomatoes,2200.0,126.6,10,6,1015.23,2
Karnal APMC Mandi,Tomatoes,2200.0,115.2,9,2,1460.74,0
Karnal APMC Mandi,Tomatoes,2200.0,131.3,8,2,1414.9,0
Karnal APMC Mandi,Tomatoes,2200.0,145.5,9,10,690.57,2
Karnal APMC Mandi,Tomatoes,2200.0,125.4,9,1,1505.75,0
Karnal APMC Mandi,Tomatoes,2200.0,122.6,8,6,1142.26,2
Karnal APMC Mandi,Tomatoes,2200.0,143.8,10,7,875.16,2
Karnal APMC Mandi,Tomatoes,2200.0,139.9,10,4,1160.1,2
Karnal APMC Mandi,Tomatoes,2200.0,138.3,9,1,1450.83,0
Karnal APMC Mandi,Tomatoes,2200.0,119.9,8,0,1616.45,0
Karnal APMC Mandi,Tomatoes,2200.0,128.3,8,4,1275.55,2
Karnal APMC Mandi,Tomatoes,2200.0,137.8,9,9,789.45,2
Karnal APMC Mandi,Tomatoes,2200.0,141.3,10,9,699.27,2
Karnal APMC Mandi,Tomatoes,2200.0,121.1,9,10,741.08,2
Karnal APMC Mandi,Tomatoes,2200.0,144.8,10,2,1323.87,0
Karnal APMC Mandi,Tomatoes,2200.0,134.7,8,5,1177.89,2
Karnal APMC Mandi,Tomatoes,2200.0,132.2,9,5,1139.6,2
Karnal APMC Mandi,Tomatoes,2200.0,126.1,9,8,902.3,2
Karnal APMC Mandi,Tomatoes,2200.0,111.7,9,9,849.82,2
Karnal APMC Mandi,Tomatoes,2200.0,119.2,8,7,1075.41,2
Karnal APMC Mandi,Tomatoes,2200.0,137.2,9,4,1206.26,2
Karnal APMC Mandi,Tomatoes,2200.0,133.8,8,5,1180.96,2
Karnal APMC Mandi,Tomatoes,2200.0,115.3,9,10,753.09,2
Karnal APMC Mandi,Tomatoes,2200.0,115.0,9,9,842.19,2
Karnal APMC Mandi,Tomatoes,2200.0,131.8,8,9,887.73,2
Karnal APMC Mandi,Tomatoes,2200.0,111.5,8,1,1574.85,0
Karnal APMC Mandi,Tomatoes,2200.0,140.5,10,1,1432.32,0
Karnal APMC Mandi,Tomatoes,2200.0,126.0,9,10,730.94,2
Karnal APMC Mandi,Tomatoes,2200.0,133.2,8,1,1481.88,0
Karnal APMC Mandi,Tomatoes,2200.0,112.8,8,3,1411.03,2
Karnal APMC Mandi,Tomatoes,2200.0,130.8,8,9,890.28,2
Karnal APMC Mandi,Tomatoes,2200.0,130.2,8,1,1494.74,0
Karnal APMC Mandi,Tomatoes,2200.0,115.5,9,9,841.03,2
Karnal APMC Mandi,Tomatoes,2200.0,125.3,9,3,1334.22,2
Karnal APMC Mandi,Tomatoes,2200.0,145.8,9,3,1256.92,2
Karnal APMC Mandi,Tomatoes,2200.0,132.2,8,3,1336.3,2
Karnal APMC Mandi,Tomatoes,2200.0,132.6,9,2,1390.9,0
Panipat Mandi,Wheat,3371.0,79.7,1,15,2679.89,2
Panipat Mandi,Wheat,2900.0,112.0,1,39,1790.91,2
Panipat Mandi,Wheat,2800.0,95.1,2,5,2177.09,0
Panipat Mandi,Wheat,3000.0,91.0,1,22,2196.47,1
Panipat Mandi,Wheat,3150.0,84.1,2,31,1700.97,1
Panipat Mandi,Wheat,2949.0,82.9,1,43,1867.59,2
Panipat Mandi,Wheat,3075.0,90.8,1,22,2261.05,1
Panipat Mandi,Wheat,3092.0,89.7,2,14,2185.26,1
Panipat Mandi,Wheat,2500.0,79.6,1,34,1665.07,2
Panipat Mandi,Wheat,2971.0,99.0,2,22,1815.03,1
Panipat Mandi,Wheat,2301.0,109.4,1,19,1561.73,1
Panipat Mandi,Wheat,2920.0,111.1,1,5,2290.8,2
Panipat Mandi,Wheat,3094.0,93.1,2,44,1233.42,2
Panipat Mandi,Wheat,2790.0,93.2,1,7,2217.58,0
Panipat Mandi,Wheat,2780.0,90.7,1,31,1885.43,1
Panipat Mandi,Wheat,2760.0,108.7,2,23,1604.13,1
Panipat Mandi,Wheat,2950.0,98.3,2,15,2007.89,1
Panipat Mandi,Wheat,3038.0,110.8,1,0,2478.64,2
Panipat Mandi,Wheat,2770.0,91.1,1,0,2304.65,2
Panipat Mandi,Wheat,2765.0,96.8,2,5,2137.65,0
Panipat Mandi,Wheat,2885.0,90.7,1,32,1954.67,2
Panipat Mandi,Wheat,2801.0,105.5,1,26,1916.07,1
Panipat Mandi,Wheat,2940.0,103.9,1,19,2138.49,1
Panipat Mandi,Wheat,2690.0,107.8,1,18,1918.78,0
Panipat Mandi,Wheat,2850.0,82.9,1,12,2245.71,0
Panipat Mandi,Wheat,2972.0,80.5,2,27,1724.01,1
Panipat Mandi,Wheat,2965.0,96.9,1,21,2158.47,1
Panipat Mandi,Wheat,2500.0,86.5,2,7,1887.65,0
Panipat Mandi,Wheat,2500.0,98.0,1,25,1707.65,1
Panipat Mandi,Wheat,3371.0,100.1,2,8,2579.23,2
Panipat Mandi,Wheat,2555.0,102.5,2,38,1111.2,2
Panipat Mandi,Wheat,2820.0,100.1,1,13,2132.72,0
Panipat Mandi,Wheat,2925.0,102.0,1,10,2263.05,0
Panipat Mandi,Wheat,2830.0,97.9,1,5,2262.86,0
Panipat Mandi,Wheat,2775.0,100.6,1,41,1709.17,2
Panipat Mandi,Wheat,2765.0,111.1,2,7,2024.13,0
Panipat Mandi,Wheat,2900.0,84.4,1,6,2373.56,2
Panipat Mandi,Wheat,2925.0,111.4,2,24,1684.02,1
Panipat Mandi,Wheat,3000.0,104.2,2,11,2144.91,0
Panipat Mandi,Wheat,2735.0,112.6,1,45,1586.73,2
Panipat Mandi,Wheat,3000.0,90.7,1,12,2349.56,2
Panipat Mandi,Wheat,2850.0,108.8,2,3,2220.48,0
Panipat Mandi,Wheat,2760.0,112.2,1,45,1605.93,2
Panipat Mandi,Wheat,2800.0,94.1,2,40,1206.69,2
Panipat Mandi,Wheat,2600.0,107.3,2,27,1396.04,1
Panipat Mandi,Wheat,4400.0,91.7,1,28,3244.26,2
Panipat Mandi,Wheat,2740.0,82.3,2,13,1953.73,0
Panipat Mandi,Wheat,2920.0,102.7,1,2,2370.66,2
Panipat Mandi,Wheat,2780.0,83.6,2,28,1559.2,1
Panipat Mandi,Wheat,2800.0,83.7,2,24,1685.55,1
Panipat Mandi,Mustard,6010.0,79.6,3,37,1847.55,2
Panipat Mandi,Mustard,6100.0,94.2,3,21,3454.65,1
Panipat Mandi,Mustard,5000.0,113.0,1,9,4154.36,0
Panipat Mandi,Mustard,6000.0,88.8,1,37,4263.75,2
Panipat Mandi,Mustard,5725.0,91.5,1,43,3857.47,2
Panipat Mandi,Mustard,5950.0,103.3,1,3,5269.56,0
Panipat Mandi,Mustard,5850.0,104.1,1,6,5075.03,0
Panipat Mandi,Mustard,5550.0,92.4,1,34,3998.47,2
Panipat Mandi,Mustard,5950.0,91.7,3,35,2004.79,2
Panipat Mandi,Mustard,5550.0,98.2,3,26,2658.46,1
Panipat Mandi,Mustard,5800.0,111.4,2,27,3503.51,1
Panipat Mandi,Mustard,5650.0,110.4,3,30,2318.49,1
Panipat Mandi,Mustard,7650.0,101.1,3,45,1337.99,2
Panipat Mandi,Mustard,6050.0,96.1,1,3,5397.61,0
Panipat Mandi,Mustard,5550.0,82.4,3,1,4976.97,0
Panipat Mandi,Mustard,6050.0,111.7,2,25,3798.45,1
Panipat Mandi,Mustard,5950.0,86.5,1,0,5441.75,0
Panipat Mandi,Mustard,5925.0,114.2,2,44,2498.11,2
Panipat Mandi,Mustard,5721.0,104.9,2,18,4025.47,0
Panipat Mandi,Mustard,5800.0,94.4,2,36,2987.23,2
Panipat Mandi,Mustard,5550.0,103.2,1,9,4705.97,0
Panipat Mandi,Mustard,5800.0,107.1,2,26,3579.01,1
Panipat Mandi,Mustard,5400.0,114.0,1,11,4463.59,0
Panipat Mandi,Mustard,5945.0,87.6,3,14,4063.06,0
Panipat Mandi,Mustard,5450.0,102.2,1,43,3621.78,2
Panipat Mandi,Mustard,5950.0,84.1,3,42,1330.42,2
Panipat Mandi,Mustard,6800.0,93.0,1,32,5046.36,2
Panipat Mandi,Mustard,6050.0,81.3,2,10,4895.57,0
Panipat Mandi,Mustard,7650.0,86.6,1,33,5700.05,2
Panipat Mandi,Mustard,5300.0,82.0,2,43,2335.3,2
Panipat Mandi,Mustard,5721.0,96.0,3,20,3311.73,1
